"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 13:00","2022","06","02","13:00","","17.0","","4.1","","42","","","","32","","26","","","","100.62","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 14:00","2022","06","02","14:00","","18.7","","4.6","","39","","","","32","","19","","","","100.59","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 15:00","2022","06","02","15:00","","18.3","","4.8","","41","","","","30","","24","","","","100.56","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 16:00","2022","06","02","16:00","","20.0","","5.5","","38","","","","34","","17","","","","100.56","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 17:00","2022","06","02","17:00","","18.3","","5.5","","43","","","","30","","18","","","","100.54","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 18:00","2022","06","02","18:00","","19.9","","6.3","","41","","","","34","","11","","","","100.58","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 19:00","2022","06","02","19:00","","18.3","","6.4","","45","","","","36","","11","","","","100.64","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 20:00","2022","06","02","20:00","","15.9","","6.4","","53","","","","36","","7","","","","100.76","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 21:00","2022","06","02","21:00","","14.3","","6.5","","59","","","","3","","7","","","","100.81","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 22:00","2022","06","02","22:00","","13.3","","6.2","","62","","","","36","","5","","","","100.87","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-02 23:00","2022","06","02","23:00","","11.6","","6.7","","72","","","","36","","4","","","","100.89","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 00:00","2022","06","03","00:00","","9.9","","6.6","","79","","","","","","0","","","","100.92","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 01:00","2022","06","03","01:00","","9.5","","6.5","","81","","","","","","0","","","","100.93","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 02:00","2022","06","03","02:00","","8.9","","6.5","","85","","","","","","0","","","","100.95","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 03:00","2022","06","03","03:00","","8.3","","6.3","","87","","","","","","0","","","","100.95","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 04:00","2022","06","03","04:00","","7.9","","6.3","","90","","","","","","0","","","","100.99","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 05:00","2022","06","03","05:00","","7.6","","6.2","","91","","","","28","","3","","","","101.01","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 06:00","2022","06","03","06:00","","9.1","","6.5","","84","","","","18","","3","","","","101.04","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 07:00","2022","06","03","07:00","","12.2","","7.0","","71","","","","","","0","","","","101.07","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 08:00","2022","06","03","08:00","","11.2","","7.7","","79","","","","19","","5","","","","101.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 09:00","2022","06","03","09:00","","13.7","","7.3","","65","","","","22","","4","","","","101.06","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 10:00","2022","06","03","10:00","","14.7","","7.9","","64","","","","23","","7","","","","101.08","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 11:00","2022","06","03","11:00","","14.6","","7.8","","64","","","","19","","10","","","","101.05","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 12:00","2022","06","03","12:00","","13.4","","7.4","","67","","","","11","","27","","","","101.03","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 13:00","2022","06","03","13:00","","12.3","","6.8","","69","","","","12","","31","","","","101.08","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 14:00","2022","06","03","14:00","","12.2","","6.9","","70","","","","11","","33","","","","101.09","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 15:00","2022","06","03","15:00","","12.5","","7.0","","69","","","","11","","25","","","","101.09","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 16:00","2022","06","03","16:00","","12.5","","6.9","","69","","","","12","","26","","","","101.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 17:00","2022","06","03","17:00","","12.2","","7.3","","72","","","","11","","26","","","","101.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 18:00","2022","06","03","18:00","","11.7","","7.4","","75","","","","11","","22","","","","101.09","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 19:00","2022","06","03","19:00","","11.5","","7.8","","78","","","","12","","15","","","","101.15","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 20:00","2022","06","03","20:00","","10.8","","8.2","","84","","","","14","","9","","","","101.22","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 21:00","2022","06","03","21:00","","11.0","","7.8","","81","","","","","","0","","","","101.24","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 22:00","2022","06","03","22:00","","10.5","","7.7","","83","","","","10","","4","","","","101.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-03 23:00","2022","06","03","23:00","","10.2","","8.1","","87","","","","15","","8","","","","101.26","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 00:00","2022","06","04","00:00","","9.5","","9.0","","97","","","","10","","6","","","","101.26","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 01:00","2022","06","04","01:00","","9.3","","9.3","","100","","","","15","","6","","","","101.23","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 02:00","2022","06","04","02:00","","8.8","","8.8","","100","","","","","","0","","","","101.23","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 03:00","2022","06","04","03:00","","8.8","","8.8","","100","","","","7","","3","","","","101.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 04:00","2022","06","04","04:00","","9.0","","9.0","","100","","","","12","","4","","","","101.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 05:00","2022","06","04","05:00","","9.0","","9.0","","100","","","","6","","5","","","","101.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 06:00","2022","06","04","06:00","","8.8","","8.8","","100","","","","11","","5","","","","101.20","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 07:00","2022","06","04","07:00","","9.8","","9.5","","98","","","","","","0","","","","101.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 08:00","2022","06","04","08:00","","10.4","","8.5","","88","","","","","","0","","","","101.19","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 09:00","2022","06","04","09:00","","12.2","","8.6","","79","","","","19","","3","","","","101.17","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 10:00","2022","06","04","10:00","","14.5","","8.7","","68","","","","15","","6","","","","101.12","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 11:00","2022","06","04","11:00","","14.3","","9.4","","72","","","","16","","11","","","","101.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 12:00","2022","06","04","12:00","","13.9","","10.0","","77","","","","15","","8","","","","101.07","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 13:00","2022","06","04","13:00","","14.0","","8.8","","71","","","","12","","20","","","","101.05","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 14:00","2022","06","04","14:00","","14.4","","9.5","","72","","","","11","","14","","","","101.05","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 15:00","2022","06","04","15:00","","13.2","","8.7","","74","","","","13","","20","","","","101.07","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 16:00","2022","06","04","16:00","","13.3","","8.6","","73","","","","14","","4","","","","101.07","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 17:00","2022","06","04","17:00","","14.2","","9.4","","73","","","","14","","11","","","","101.07","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 18:00","2022","06","04","18:00","","14.3","","8.7","","69","","","","20","","10","","","","101.08","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 19:00","2022","06","04","19:00","","13.3","","8.6","","73","","","","20","","16","","","","101.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 20:00","2022","06","04","20:00","","12.4","","8.6","","77","","","","21","","10","","","","101.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 21:00","2022","06","04","21:00","","11.5","","8.4","","81","","","","24","","8","","","","101.16","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 22:00","2022","06","04","22:00","","11.3","","8.9","","85","","","","25","","3","","","","101.17","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-04 23:00","2022","06","04","23:00","","11.0","","9.9","","93","","","","23","","8","","","","101.19","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 00:00","2022","06","05","00:00","","11.3","","8.7","","84","","","","26","","6","","","","101.18","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 01:00","2022","06","05","01:00","","10.9","","9.8","","93","","","","","","0","","","","101.13","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 02:00","2022","06","05","02:00","","11.0","","9.3","","90","","","","16","","5","","","","101.15","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 03:00","2022","06","05","03:00","","10.9","","10.2","","96","","","","14","","5","","","","101.17","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 04:00","2022","06","05","04:00","","10.4","","10.4","","100","","","","14","","3","","","","101.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 05:00","2022","06","05","05:00","","10.2","","10.2","","100","","","","10","","8","","","","101.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 06:00","2022","06","05","06:00","","10.4","","10.4","","100","","","","12","","6","","","","101.25","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 07:00","2022","06","05","07:00","","10.8","","10.8","","100","","","","","","0","","","","101.28","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 08:00","2022","06","05","08:00","","11.8","","9.4","","86","","","","14","","4","","","","101.24","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 09:00","2022","06","05","09:00","","13.0","","9.7","","80","","","","13","","13","","","","101.23","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 10:00","2022","06","05","10:00","","13.1","","8.8","","75","","","","11","","19","","","","101.22","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 11:00","2022","06","05","11:00","","13.2","","9.0","","76","","","","14","","18","","","","101.26","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 12:00","2022","06","05","12:00","","13.0","","8.2","","73","","","","16","","21","","","","101.27","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 13:00","2022","06","05","13:00","","13.4","","8.9","","74","","","","14","","17","","","","101.23","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 14:00","2022","06","05","14:00","","13.6","","7.6","","67","","","","16","","21","","","","101.23","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 15:00","2022","06","05","15:00","","12.9","","8.9","","77","","","","16","","20","","","","101.25","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 16:00","2022","06","05","16:00","","12.7","","9.3","","80","","","","16","","14","","","","101.22","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 17:00","2022","06","05","17:00","","12.7","","9.5","","81","","","","19","","12","","","","101.22","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 18:00","2022","06","05","18:00","","12.3","","11.0","","92","","","","13","","9","","","","101.24","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 19:00","2022","06","05","19:00","","11.9","","11.9","","100","","","","13","","10","","","","101.26","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 20:00","2022","06","05","20:00","","11.5","","11.5","","100","","","","11","","7","","","","101.28","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 21:00","2022","06","05","21:00","","11.5","","11.5","","100","","","","11","","3","","","","101.32","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 22:00","2022","06","05","22:00","","11.4","","11.4","","100","","","","21","","4","","","","101.35","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-05 23:00","2022","06","05","23:00","","11.5","","11.5","","100","","","","18","","3","","","","101.33","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 00:00","2022","06","06","00:00","","11.8","","11.8","","100","","","","27","","8","","","","101.32","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 01:00","2022","06","06","01:00","","11.7","","11.7","","100","","","","33","","4","","","","101.30","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 02:00","2022","06","06","02:00","","11.6","","11.6","","100","","","","34","","5","","","","101.29","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 03:00","2022","06","06","03:00","","11.1","","11.1","","100","","","","24","","12","","","","101.33","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 04:00","2022","06","06","04:00","","10.6","","10.6","","100","","","","27","","9","","","","101.35","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 05:00","2022","06","06","05:00","","10.6","","10.6","","100","","","","28","","7","","","","101.39","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 06:00","2022","06","06","06:00","","10.8","","10.8","","100","","","","31","","8","","","","101.39","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 07:00","2022","06","06","07:00","","11.2","","11.1","","99","","","","30","","11","","","","101.41","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 08:00","2022","06","06","08:00","","11.7","","10.0","","89","","","","29","","10","","","","101.42","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 09:00","2022","06","06","09:00","","12.0","","10.1","","88","","","","30","","13","","","","101.42","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 10:00","2022","06","06","10:00","","13.9","","10.2","","78","","","","33","","10","","","","101.41","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 11:00","2022","06","06","11:00","","13.9","","9.6","","75","","","","31","","19","","","","101.42","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 12:00","2022","06","06","12:00","","14.9","","9.3","","69","","","","32","","17","","","","101.42","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 13:00","2022","06","06","13:00","","15.4","","9.0","","66","","","","29","","10","","","","101.39","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 14:00","2022","06","06","14:00","","16.9","","9.7","","62","","","","34","","11","","","","101.34","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 15:00","2022","06","06","15:00","","17.3","","10.1","","62","","","","32","","17","","","","101.36","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 16:00","2022","06","06","16:00","","16.6","","9.9","","65","","","","33","","18","","","","101.38","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 17:00","2022","06","06","17:00","","17.2","","9.0","","58","","","","33","","14","","","","101.38","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 18:00","2022","06","06","18:00","","16.2","","8.6","","60","","","","33","","17","","","","101.45","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 19:00","2022","06","06","19:00","","14.6","","8.4","","66","","","","31","","10","","","","101.48","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 20:00","2022","06","06","20:00","","13.7","","8.5","","71","","","","31","","6","","","","101.52","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 21:00","2022","06","06","21:00","","12.4","","8.7","","78","","","","32","","6","","","","101.55","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 22:00","2022","06","06","22:00","","12.1","","8.9","","81","","","","32","","11","","","","101.55","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-06 23:00","2022","06","06","23:00","","11.3","","8.9","","86","","","","32","","9","","","","101.55","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 00:00","2022","06","07","00:00","","10.3","","10.2","","100","","","","","","0","","","","101.57","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 01:00","2022","06","07","01:00","","9.2","","9.2","","100","","","","","","0","","","","101.56","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 02:00","2022","06","07","02:00","","8.7","","8.7","","100","","","","","","0","","","","101.59","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 03:00","2022","06","07","03:00","","8.5","","8.5","","100","","","","","","0","","","","101.62","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 04:00","2022","06","07","04:00","","8.3","","8.3","","100","","","","31","","7","","","","101.66","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 05:00","2022","06","07","05:00","","8.8","","8.8","","100","","","","","","0","","","","101.74","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 06:00","2022","06","07","06:00","","12.9","","8.8","","76","","","","","","0","","","","101.77","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 07:00","2022","06","07","07:00","","11.7","","8.6","","82","","","","","","0","","","","101.81","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 08:00","2022","06","07","08:00","","13.3","","9.6","","78","","","","14","","6","","","","101.84","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 09:00","2022","06","07","09:00","","17.7","","10.0","","61","","","","1","","5","","","","101.85","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 10:00","2022","06","07","10:00","","15.6","","10.4","","72","","","","21","","9","","","","101.85","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 11:00","2022","06","07","11:00","","17.2","","9.3","","60","","","","21","","12","","","","101.87","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 12:00","2022","06","07","12:00","","18.3","","7.8","","50","","","","21","","9","","","","101.84","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 13:00","2022","06","07","13:00","","20.3","","4.4","","35","","","","26","","14","","","","101.80","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 14:00","2022","06","07","14:00","","18.6","","8.6","","52","","","","16","","17","","","","101.78","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-06-07 15:00","2022","06","07","15:00","","18.6","","10.3","","58","","","","20","","15","","","","101.78","","","","","","NA"
