"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-01 23:00","2022","09","01","23:00","","19.6","","19.1","","97","","","","23","","18","","","","101.12","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 00:00","2022","09","02","00:00","","18.9","","18.1","","95","","","","33","","6","","","","101.16","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 01:00","2022","09","02","01:00","","18.6","","16.3","","86","","","","25","","12","","","","101.23","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 02:00","2022","09","02","02:00","","17.4","","15.7","","90","","","","33","","5","","","","101.31","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 03:00","2022","09","02","03:00","","16.8","","15.5","","93","","","","32","","7","","","","101.40","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 04:00","2022","09","02","04:00","","16.1","","14.8","","92","","","","33","","5","","","","101.49","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 05:00","2022","09","02","05:00","","15.8","","13.9","","88","","","","32","","12","","","","101.58","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 06:00","2022","09","02","06:00","","15.3","","12.7","","85","","","","32","","4","","","","101.68","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 07:00","2022","09","02","07:00","","16.9","","12.9","","78","","","","31","","22","","","","101.78","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 08:00","2022","09","02","08:00","","18.1","","12.4","","70","","","","32","","20","","","","101.84","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 09:00","2022","09","02","09:00","","19.3","","12.4","","64","","","","32","","17","","","","101.92","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 10:00","2022","09","02","10:00","","20.1","","12.3","","61","","","","31","","19","","","","101.96","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 11:00","2022","09","02","11:00","","21.1","","11.3","","53","","","","31","","18","","","","101.99","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 12:00","2022","09","02","12:00","","21.5","","11.1","","52","","","","30","","20","","","","101.98","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 13:00","2022","09","02","13:00","","21.8","","11.0","","51","","","","30","","23","","","","102.02","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 14:00","2022","09","02","14:00","","22.5","","11.3","","49","","","","31","","15","","","","102.04","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 15:00","2022","09","02","15:00","","22.4","","9.9","","45","","","","32","","19","","","","102.08","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 16:00","2022","09","02","16:00","","22.5","","9.9","","45","","","","31","","19","","","","102.12","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 17:00","2022","09","02","17:00","","22.6","","9.6","","44","","","","31","","12","","","","102.17","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 18:00","2022","09","02","18:00","","22.2","","9.7","","45","","","","33","","11","","","","102.24","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 19:00","2022","09","02","19:00","","19.6","","10.3","","55","","","","33","","10","","","","102.29","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 20:00","2022","09","02","20:00","","18.1","","10.5","","61","","","","33","","13","","","","102.35","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 21:00","2022","09","02","21:00","","16.7","","10.7","","68","","","","2","","7","","","","102.44","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 22:00","2022","09","02","22:00","","16.0","","11.1","","73","","","","34","","4","","","","102.49","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-02 23:00","2022","09","02","23:00","","15.5","","11.1","","75","","","","34","","5","","","","102.52","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 00:00","2022","09","03","00:00","","14.7","","11.7","","82","","","","","","0","","","","102.53","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 01:00","2022","09","03","01:00","","13.8","","11.0","","84","","","","","","0","","","","102.57","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 02:00","2022","09","03","02:00","","13.6","","11.5","","87","","","","","","0","","","","102.59","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 03:00","2022","09","03","03:00","","13.3","","11.7","","90","","","","34","","3","","","","102.61","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 04:00","2022","09","03","04:00","","13.4","","11.7","","90","","","","","","0","","","","102.63","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 05:00","2022","09","03","05:00","","12.7","","11.8","","94","","","","5","","3","","","","102.63","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 06:00","2022","09","03","06:00","","12.9","","12.3","","96","","","","","","0","","","","102.64","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 07:00","2022","09","03","07:00","","14.0","","11.7","","86","","","","","","0","","","","102.68","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 08:00","2022","09","03","08:00","","15.4","","12.2","","81","","","","28","","6","","","","102.69","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 09:00","2022","09","03","09:00","","17.4","","12.5","","73","","","","25","","7","","","","102.71","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 10:00","2022","09","03","10:00","","19.2","","11.7","","62","","","","23","","6","","","","102.66","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 11:00","2022","09","03","11:00","","19.9","","11.4","","58","","","","23","","9","","","","102.60","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 12:00","2022","09","03","12:00","","21.5","","9.3","","46","","","","20","","6","","","","102.50","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 13:00","2022","09","03","13:00","","22.5","","9.3","","43","","","","24","","10","","","","102.46","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 14:00","2022","09","03","14:00","","22.8","","7.6","","38","","","","19","","6","","","","102.40","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 15:00","2022","09","03","15:00","","21.1","","13.0","","60","","","","12","","20","","","","102.34","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 16:00","2022","09","03","16:00","","20.9","","13.2","","61","","","","12","","18","","","","102.29","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 17:00","2022","09","03","17:00","","21.4","","13.0","","59","","","","18","","16","","","","102.31","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 18:00","2022","09","03","18:00","","20.6","","13.2","","62","","","","18","","18","","","","102.28","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 19:00","2022","09","03","19:00","","19.3","","12.8","","66","","","","21","","14","","","","102.28","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 20:00","2022","09","03","20:00","","18.7","","13.1","","70","","","","19","","7","","","","102.28","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 21:00","2022","09","03","21:00","","18.3","","13.7","","74","","","","13","","7","","","","102.25","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 22:00","2022","09","03","22:00","","16.7","","13.9","","83","","","","","","0","","","","102.24","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-03 23:00","2022","09","03","23:00","","16.3","","14.1","","87","","","","","","0","","","","102.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 00:00","2022","09","04","00:00","","16.1","","15.0","","93","","","","","","0","","","","102.18","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 01:00","2022","09","04","01:00","","15.5","","14.8","","96","","","","","","0","","","","102.16","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 02:00","2022","09","04","02:00","","15.3","","14.7","","97","","","","","","0","","","","102.13","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 03:00","2022","09","04","03:00","","15.2","","15.1","","100","","","","","","0","","","","102.12","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 04:00","2022","09","04","04:00","","14.6","","14.5","","100","","","","","","0","","","","102.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 05:00","2022","09","04","05:00","","14.0","","14.0","","100","","","","32","","3","","","","102.09","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 06:00","2022","09","04","06:00","","13.7","","13.5","","99","","","","","","0","","","","102.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 07:00","2022","09","04","07:00","","17.8","","14.0","","78","","","","","","0","","","","102.11","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 08:00","2022","09","04","08:00","","19.5","","13.6","","69","","","","","","0","","","","102.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 09:00","2022","09","04","09:00","","18.1","","14.1","","78","","","","12","","4","","","","102.09","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 10:00","2022","09","04","10:00","","21.0","","14.1","","65","","","","30","","8","","","","102.07","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 11:00","2022","09","04","11:00","","21.3","","14.1","","63","","","","21","","9","","","","102.01","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 12:00","2022","09","04","12:00","","22.2","","13.2","","57","","","","22","","10","","","","101.97","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 13:00","2022","09","04","13:00","","21.9","","14.4","","63","","","","19","","18","","","","101.95","","26","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 14:00","2022","09","04","14:00","","22.0","","15.1","","65","","","","18","","14","","","","101.88","","26","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 15:00","2022","09","04","15:00","","22.4","","15.6","","65","","","","20","","17","","","","101.82","","27","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 16:00","2022","09","04","16:00","","22.6","","16.4","","68","","","","21","","19","","","","101.81","","27","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 17:00","2022","09","04","17:00","","22.1","","16.0","","69","","","","23","","15","","","","101.83","","27","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 18:00","2022","09","04","18:00","","21.1","","16.1","","73","","","","21","","12","","","","101.85","","26","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 19:00","2022","09","04","19:00","","19.8","","15.6","","77","","","","23","","12","","","","101.88","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 20:00","2022","09","04","20:00","","19.1","","15.9","","82","","","","23","","4","","","","101.92","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 21:00","2022","09","04","21:00","","18.8","","16.2","","85","","","","32","","4","","","","101.96","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 22:00","2022","09","04","22:00","","18.8","","16.6","","87","","","","24","","5","","","","101.94","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-04 23:00","2022","09","04","23:00","","17.9","","16.1","","89","","","","","","0","","","","101.94","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 00:00","2022","09","05","00:00","","17.8","","16.1","","90","","","","32","","4","","","","101.96","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 01:00","2022","09","05","01:00","","17.7","","16.7","","94","","","","","","0","","","","101.96","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 02:00","2022","09","05","02:00","","18.1","","16.4","","90","","","","32","","6","","","","101.97","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 03:00","2022","09","05","03:00","","18.6","","17.5","","93","","","","30","","8","","","","101.97","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 04:00","2022","09","05","04:00","","18.7","","17.6","","93","","","","32","","4","","","","101.96","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 05:00","2022","09","05","05:00","","18.8","","17.9","","95","","","","32","","6","","","","102.01","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 06:00","2022","09","05","06:00","","18.7","","17.8","","95","","","","","","0","","","","102.04","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 07:00","2022","09","05","07:00","","19.0","","18.1","","95","","","","31","","7","","","","102.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 08:00","2022","09","05","08:00","","19.3","","17.9","","92","","","","34","","7","","","","102.17","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 09:00","2022","09","05","09:00","","19.3","","17.9","","92","","","","36","","8","","","","102.19","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 10:00","2022","09","05","10:00","","20.0","","17.1","","83","","","","35","","11","","","","102.21","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 11:00","2022","09","05","11:00","","20.5","","16.7","","79","","","","35","","10","","","","102.21","","26","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 12:00","2022","09","05","12:00","","20.2","","16.5","","79","","","","34","","10","","","","102.19","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 13:00","2022","09","05","13:00","","20.8","","15.9","","74","","","","2","","9","","","","102.17","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 14:00","2022","09","05","14:00","","21.2","","15.7","","71","","","","34","","10","","","","102.16","","26","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 15:00","2022","09","05","15:00","","21.8","","15.2","","66","","","","33","","10","","","","102.14","","26","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 16:00","2022","09","05","16:00","","21.9","","15.5","","67","","","","","","0","","","","102.13","","26","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 17:00","2022","09","05","17:00","","21.5","","14.8","","65","","","","5","","6","","","","102.14","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 18:00","2022","09","05","18:00","","21.2","","14.1","","64","","","","2","","9","","","","102.15","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 19:00","2022","09","05","19:00","","19.8","","13.1","","65","","","","2","","9","","","","102.19","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 20:00","2022","09","05","20:00","","18.6","","12.3","","67","","","","1","","13","","","","102.22","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 21:00","2022","09","05","21:00","","17.7","","12.2","","70","","","","2","","7","","","","102.25","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 22:00","2022","09","05","22:00","","17.0","","11.6","","71","","","","4","","6","","","","102.18","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-05 23:00","2022","09","05","23:00","","17.0","","12.0","","73","","","","33","","5","","","","102.21","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 00:00","2022","09","06","00:00","","16.6","","12.0","","74","","","","4","","3","","","","102.22","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 01:00","2022","09","06","01:00","","16.2","","12.6","","79","","","","1","","4","","","","102.19","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 02:00","2022","09","06","02:00","","15.9","","12.5","","80","","","","1","","4","","","","102.16","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 03:00","2022","09","06","03:00","","15.6","","13.1","","85","","","","30","","4","","","","102.17","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 04:00","2022","09","06","04:00","","15.4","","14.8","","96","","","","33","","5","","","","102.17","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 05:00","2022","09","06","05:00","","14.7","","14.4","","98","","","","1","","3","","","","102.14","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 06:00","2022","09","06","06:00","","14.7","","13.9","","95","","","","34","","7","","","","102.16","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 07:00","2022","09","06","07:00","","15.1","","14.2","","94","","","","33","","7","","","","102.16","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 08:00","2022","09","06","08:00","","15.6","","14.1","","91","","","","33","","8","","","","102.12","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 09:00","2022","09","06","09:00","","17.1","","14.1","","82","","","","36","","7","","","","102.15","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 10:00","2022","09","06","10:00","","17.0","","14.5","","86","","","","36","","8","","","","102.14","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 11:00","2022","09","06","11:00","","19.1","","14.5","","75","","","","3","","5","","","","102.10","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 12:00","2022","09","06","12:00","","20.9","","13.4","","62","","","","36","","8","","","","102.06","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 13:00","2022","09","06","13:00","","21.5","","12.6","","57","","","","1","","10","","","","102.01","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 14:00","2022","09","06","14:00","","22.1","","12.3","","54","","","","35","","9","","","","101.98","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 15:00","2022","09","06","15:00","","21.8","","11.8","","53","","","","32","","4","","","","101.91","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 16:00","2022","09","06","16:00","","22.5","","12.4","","53","","","","36","","10","","","","101.87","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 17:00","2022","09","06","17:00","","21.2","","12.1","","56","","","","1","","8","","","","101.85","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 18:00","2022","09","06","18:00","","20.6","","12.1","","58","","","","4","","6","","","","101.87","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 19:00","2022","09","06","19:00","","18.9","","13.4","","71","","","","3","","5","","","","101.86","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 20:00","2022","09","06","20:00","","17.7","","13.0","","74","","","","3","","6","","","","101.91","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 21:00","2022","09","06","21:00","","17.3","","13.3","","77","","","","2","","8","","","","101.92","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 22:00","2022","09","06","22:00","","17.0","","12.4","","74","","","","35","","5","","","","101.92","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-06 23:00","2022","09","06","23:00","","16.0","","12.2","","78","","","","33","","6","","","","101.92","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 00:00","2022","09","07","00:00","","14.7","","12.2","","85","","","","","","0","","","","101.90","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 01:00","2022","09","07","01:00","","14.3","","12.3","","88","","","","","","0","","","","101.87","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 02:00","2022","09","07","02:00","","14.0","","12.9","","93","","","","29","","6","","","","101.83","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 03:00","2022","09","07","03:00","","13.5","","12.9","","96","","","","31","","3","","","","101.78","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 04:00","2022","09","07","04:00","","13.2","","12.8","","97","","","","","","0","","","","101.74","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 05:00","2022","09","07","05:00","","13.0","","12.8","","99","","","","","","0","","","","101.73","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 06:00","2022","09","07","06:00","","12.7","","12.7","","100","","","","34","","4","","","","101.76","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 07:00","2022","09","07","07:00","","15.1","","12.6","","85","","","","","","0","","","","101.80","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 08:00","2022","09","07","08:00","","17.4","","13.0","","75","","","","36","","8","","","","101.80","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 09:00","2022","09","07","09:00","","18.9","","13.6","","71","","","","36","","7","","","","101.78","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 10:00","2022","09","07","10:00","","20.0","","12.9","","64","","","","4","","10","","","","101.75","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 11:00","2022","09","07","11:00","","20.5","","12.2","","59","","","","36","","7","","","","101.71","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 12:00","2022","09","07","12:00","","21.3","","12.3","","56","","","","24","","5","","","","101.66","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 13:00","2022","09","07","13:00","","21.6","","12.3","","56","","","","23","","7","","","","101.62","","","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 14:00","2022","09","07","14:00","","22.2","","12.6","","55","","","","21","","11","","","","101.57","","25","","","","NA"
"-63.63","44.71","BEDFORD BASIN","8200573","2022-09-07 15:00","2022","09","07","15:00","","21.4","","13.9","","62","","","","17","","15","","","","101.52","","25","","","","NA"
